insert	query	update	delete	getmore	command	flushes	mapped	vsize	res	faults	locked-db	%idx-miss	qr|qw	ar|aw	netIn	netOut	conn	time	%user	%nice	%system	%iowait	%steal	%idle	Device:	rrqm/s	wrqm/s	r/s	w/s	rkB/s	wkB/s	avgrq-sz	avgqu-sz	await	svctm	%util
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:35	0.00	0.00	0.00	0.00	0.00	100.00	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:37	0.00	0.00	0.75	0.13	0.00	99.12	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	local:0.0%	0	0|0	0|0	62b	3k	17	15:57:38	0.00	0.00	0.50	0.00	0.00	99.50	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:39	0.00	0.00	0.38	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	.:0.1%	0	0|0	0|0	62b	3k	17	15:57:40	0.00	0.00	0.25	0.00	0.00	99.75	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:41	0.00	0.00	0.50	0.00	0.00	99.50	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	1	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:42	0.25	0.00	0.25	0.12	0.00	99.38	dm-0	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	12	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:43	0.00	0.00	0.25	0.00	0.00	99.75	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:44	0.00	0.00	0.37	0.00	0.00	99.63	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:45	0.12	0.00	0.25	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:46	0.00	0.00	0.13	0.00	0.00	99.87	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:47	0.12	0.00	0.50	0.00	0.00	99.38	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:48	0.00	0.00	0.13	0.00	0.00	99.87	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:49	0.00	0.00	0.37	0.00	0.00	99.63	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	6133	6123	0	0	984	0	800m	1.89g	41m	0	multi5:7.2%	0	1|0	2|1	2m	2m	152	15:57:50	2.40	0.00	4.67	0.13	0.13	92.67	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	12816	12808	0	0	514	0	800m	1.89g	41m	0	multi8:14.5%	0	42|0	1|1	6m	4m	153	15:57:51	9.08	0.00	12.01	0.14	0.56	78.21	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	13719	13717	0	0	5	0	800m	1.89g	41m	0	multi8:13.0%	0	4|1	0|2	6m	4m	153	15:57:52	9.67	0.00	10.97	0.00	0.87	78.50	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	16942	16948	0	0	1	0	800m	1.89g	41m	0	multi8:15.4%	0	6|0	1|1	8m	5m	153	15:57:53	12.57	0.00	16.62	0.14	0.56	70.11	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	19518	19529	0	0	1	0	800m	1.89g	41m	0	multi8:19.8%	0	0|0	0|0	9m	6m	153	15:57:54	16.89	0.00	18.09	0.15	0.90	63.98	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	8743	8739	0	0	28	0	800m	1.89g	41m	0	multi2:7.5%	0	0|0	1|1	4m	2m	157	15:57:55	4.69	0.00	5.76	0.80	0.27	88.49	dm-0	0.00	0.00	0.00	4.00	0.00	16.00	8.00	0.08	19.00	7.00	2.80
