insert	query	update	delete	getmore	command	flushes	mapped	vsize	res	faults	locked-db	%idx-miss	qr|qw	ar|aw	netIn	netOut	conn	time	%user	%nice	%system	%iowait	%steal	%idle	Device:	rrqm/s	wrqm/s	r/s	w/s	rkB/s	wkB/s	avgrq-sz	avgqu-sz	await	svctm	%util
0	0	0	0	0	2	0	800m	1.82g	41m	0	test:0.0%	0	0|0	0|0	124b	7k	45	17:07:46	0.00	0.00	0.00	0.00	0.00	100.00	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	1.82g	41m	0	admin:0.0%	0	0|0	0|0	124b	7k	45	17:07:48	0.00	0.00	0.75	0.00	0.00	99.25	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	1.82g	41m	0	test:0.0%	0	0|0	0|0	124b	7k	45	17:07:49	0.00	0.00	0.38	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	1.82g	41m	0	0.0%	0	0|0	0|0	124b	7k	45	17:07:50	0.00	0.00	0.38	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	1.82g	41m	0	test:0.0%	0	0|0	0|0	124b	7k	45	17:07:51	0.12	0.00	0.25	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	1.82g	41m	0	test:0.0%	0	0|0	0|0	124b	7k	45	17:07:52	0.00	0.00	0.13	0.00	0.00	99.87	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	1.82g	41m	0	test:0.0%	0	0|0	0|0	124b	7k	45	17:07:53	0.13	0.00	0.13	0.13	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	1.82g	41m	0	test:0.0%	0	0|0	0|0	124b	7k	45	17:07:54	0.00	0.00	0.25	0.00	0.00	99.75	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	1.82g	41m	0	test:0.0%	0	0|0	0|0	124b	7k	45	17:07:55	0.00	0.00	0.38	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	1.82g	41m	0	test:0.0%	0	0|0	0|0	124b	7k	45	17:07:56	0.00	0.00	0.50	0.00	0.00	99.50	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	1.82g	41m	0	0.0%	0	0|0	0|0	124b	7k	45	17:07:57	0.13	0.00	0.25	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
