insert	query	update	delete	getmore	command	flushes	mapped	vsize	res	faults	locked-db	%idx-miss	qr|qw	ar|aw	netIn	netOut	conn	time	%user	%nice	%system	%iowait	%steal	%idle	Device:	rrqm/s	wrqm/s	r/s	w/s	rkB/s	wkB/s	avgrq-sz	avgqu-sz	await	svctm	%util
0	0	0	0	0	2	0	800m	2.06g	28m	0	multi9:0.0%	0	0|0	0|0	124b	7k	299	21:57:08	0.00	0.00	0.13	0.00	0.00	99.87	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	28m	0	multi9:0.0%	0	0|0	0|0	124b	7k	299	21:57:09	0.12	0.00	0.75	0.25	0.00	98.88	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	28m	0	multi7:0.0%	0	0|0	0|0	124b	7k	299	21:57:11	0.12	0.00	0.50	0.00	0.00	99.38	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	28m	0	multi9:0.0%	0	0|0	0|0	124b	7k	299	21:57:12	0.00	0.00	0.50	0.13	0.00	99.37	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	28m	0	multi9:0.0%	0	0|0	0|0	124b	7k	299	21:57:13	0.25	0.00	0.13	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	28m	0	multi3:0.0%	0	0|0	0|0	124b	7k	299	21:57:14	0.00	0.00	0.25	0.00	0.00	99.75	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	28m	0	multi9:0.0%	0	0|0	0|0	124b	7k	299	21:57:15	0.00	0.00	0.38	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	28m	0	.:0.0%	0	0|0	0|0	124b	7k	299	21:57:16	0.00	0.00	0.38	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	28m	0	.:0.1%	0	0|0	0|0	124b	7k	299	21:57:17	0.00	0.00	0.63	0.13	0.00	99.25	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	782	781	0	0	2	0	800m	2.06g	28m	0	multi8:1.9%	0	0|0	0|0	247k	160k	299	21:57:18	0.62	0.00	1.12	0.00	0.12	98.13	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	9439	9437	0	0	2	1	800m	2.06g	28m	0	multi0:9.7%	0	0|0	0|0	4m	3m	299	21:57:19	5.80	0.00	7.68	1.35	0.40	84.77	dm-0	0.00	0.00	0.00	31.00	0.00	48.00	3.10	0.16	5.16	3.87	12.00
0	12531	12530	0	0	2	0	800m	2.06g	28m	0	multi0:13.8%	0	0|0	0|0	6m	4m	299	21:57:20	9.67	0.00	12.66	0.14	0.85	76.67	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	20035	20023	0	0	2	0	800m	2.06g	28m	0	multi0:23.5%	0	27|0	0|1	10m	7m	299	21:57:21	19.26	0.00	32.44	0.00	0.99	47.31	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	13693	13708	0	0	2	0	800m	2.06g	28m	0	multi8:18.6%	0	0|0	0|0	6m	4m	299	21:57:22	13.05	0.00	19.43	0.00	1.28	66.24	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	5005	5004	0	0	2	0	800m	2.06g	28m	0	multi4:4.1%	0	0|0	0|0	2m	1m	299	21:57:23	2.96	0.00	4.88	0.13	0.13	91.90	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	5644	5645	0	0	2	0	800m	2.06g	28m	0	multi1:5.0%	0	0|0	0|0	2m	1m	299	21:57:24	4.76	0.00	4.24	0.00	0.26	90.75	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	4992	4989	0	0	4	0	800m	2.06g	28m	0	multi2:3.7%	0	0|0	0|0	2m	1m	299	21:57:25	4.34	0.00	4.21	0.13	0.26	91.06	dm-0	0.00	0.00	0.00	4.00	0.00	16.00	8.00	0.02	4.00	2.00	0.80
0	6209	6209	0	0	3	0	800m	2.06g	28m	0	multi2:4.7%	0	0|0	0|0	3m	2m	299	21:57:26	4.38	0.00	5.28	0.00	0.26	90.08	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	10729	10729	0	0	2	0	800m	2.06g	28m	0	multi4:11.3%	0	0|0	0|0	4m	3m	299	21:57:27	8.78	0.00	9.04	0.13	0.39	81.65	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	11040	11040	0	0	2	0	800m	2.06g	28m	0	multi6:6.3%	0	1|0	1|0	5m	3m	299	21:57:28	9.08	0.00	10.26	0.13	0.39	80.13	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	14207	14194	0	0	2	0	800m	2.06g	28m	0	multi2:9.1%	0	2|0	1|1	6m	4m	299	21:57:29	10.69	0.00	13.40	0.14	0.68	75.10	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
