insert	query	update	delete	getmore	command	flushes	mapped	vsize	res	faults	locked-db	%idx-miss	qr|qw	ar|aw	netIn	netOut	conn	time	%user	%nice	%system	%iowait	%steal	%idle	Device:	rrqm/s	wrqm/s	r/s	w/s	rkB/s	wkB/s	avgrq-sz	avgqu-sz	await	svctm	%util
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:35	0.00	0.00	0.12	0.00	0.00	99.88	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:37	0.13	0.00	0.63	0.13	0.00	99.12	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:38	0.13	0.00	0.13	0.00	0.00	99.75	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	admin:0.0%	0	0|0	0|0	62b	3k	17	15:57:39	0.00	0.00	0.13	0.00	0.00	99.87	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:40	0.00	0.00	0.25	0.00	0.00	99.75	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:41	0.00	0.00	0.25	0.00	0.00	99.75	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	12	0	0	0	1	1	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:42	0.00	0.00	0.38	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:43	0.12	0.00	0.37	0.00	0.00	99.50	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi9:0.0%	0	0|0	0|0	62b	3k	17	15:57:44	0.00	0.00	0.50	0.00	0.00	99.50	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	1	0	800m	1.79g	40m	0	multi5:0.0%	0	0|0	0|0	62b	3k	17	15:57:45	0.00	0.00	0.38	0.00	0.00	99.62	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
