insert	query	update	delete	getmore	command	flushes	mapped	vsize	res	faults	locked-db	%idx-miss	qr|qw	ar|aw	netIn	netOut	conn	time	%user	%nice	%system	%iowait	%steal	%idle	Device:	rrqm/s	wrqm/s	r/s	w/s	rkB/s	wkB/s	avgrq-sz	avgqu-sz	await	svctm	%util
0	0	0	0	0	2	0	800m	2.06g	27m	0	.:0.0%	0	0|0	0|0	124b	7k	314	21:57:08	0.00	0.00	0.13	0.00	0.13	99.75	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	27m	0	multi9:0.0%	0	0|0	0|0	124b	7k	314	21:57:09	0.13	0.00	0.76	1.01	0.13	97.98	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	27m	0	multi9:0.0%	0	0|0	0|0	124b	7k	314	21:57:11	0.12	0.00	0.50	0.00	0.12	99.25	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	27m	0	multi7:0.0%	0	0|0	0|0	124b	7k	314	21:57:12	0.13	0.00	0.38	0.00	0.13	99.36	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	27m	0	multi9:0.0%	0	0|0	0|0	124b	7k	314	21:57:13	0.00	0.00	0.38	0.00	0.25	99.36	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	27m	0	multi9:0.0%	0	0|0	0|0	124b	7k	314	21:57:14	0.13	0.00	0.50	0.00	0.13	99.24	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	27m	0	multi0:0.0%	0	0|0	0|0	124b	7k	314	21:57:15	0.13	0.00	0.50	0.00	0.13	99.24	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	27m	0	multi9:0.0%	0	0|0	0|0	124b	7k	314	21:57:16	0.13	0.00	0.51	0.00	0.13	99.24	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	0	0	0	0	2	0	800m	2.06g	27m	0	multi9:0.0%	0	0|0	0|0	124b	7k	314	21:57:17	0.00	0.00	0.75	0.00	0.25	98.99	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	5482	5468	0	0	2	0	800m	2.06g	27m	0	multi5:7.0%	0	0|0	0|0	2m	1m	314	21:57:18	3.84	0.00	4.64	0.13	0.26	91.13	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	6465	6457	0	0	2	0	800m	2.06g	27m	0	multi8:5.6%	0	0|0	0|114	2m	2m	314	21:57:19	5.89	0.00	7.72	2.23	0.26	83.90	dm-0	0.00	0.00	0.00	12.00	0.00	4.00	0.67	0.20	0.00	16.67	20.00
0	8448	8467	0	0	2	1	800m	2.06g	27m	0	multi2:6.5%	0	0|0	0|0	4m	3m	314	21:57:20	4.91	0.00	7.96	3.32	0.53	83.29	dm-0	0.00	0.00	0.00	19.00	0.00	44.00	4.63	0.28	25.47	12.84	24.40
0	12812	12793	0	0	2	0	800m	2.06g	27m	0	multi6:8.7%	0	13|0	1|4	6m	4m	314	21:57:21	11.71	0.00	14.47	0.13	0.39	73.29	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	14921	14909	0	0	1	0	800m	2.06g	27m	0	multi2:11.6%	0	0|0	0|0	7m	5m	314	21:57:22	12.13	0.00	16.93	0.00	0.71	70.24	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	14070	14072	0	0	2	0	800m	2.06g	28m	0	multi3:16.5%	0	0|0	0|0	6m	4m	314	21:57:23	12.80	0.00	16.04	0.27	0.40	70.49	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	17282	17294	0	0	2	0	800m	2.06g	28m	0	multi3:15.5%	0	1|0	1|1	8m	5m	314	21:57:24	16.51	0.00	17.86	0.27	0.81	64.55	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	13812	13816	0	0	4	0	800m	2.06g	28m	0	multi8:9.7%	0	0|0	0|0	6m	4m	314	21:57:25	10.68	0.00	11.51	2.22	0.42	75.17	dm-0	0.00	0.00	0.00	4.00	0.00	16.00	8.00	0.34	86.00	72.00	28.80
0	15336	15328	0	0	3	0	800m	2.06g	28m	0	multi3:11.9%	0	2|0	2|1	7m	5m	314	21:57:26	11.33	0.00	11.89	1.82	0.70	74.27	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	20892	20867	0	0	2	0	800m	2.06g	28m	0	multi3:26.5%	0	94|0	0|2	10m	7m	314	21:57:27	20.58	0.00	29.35	0.14	0.70	49.24	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	22732	22747	0	0	2	0	800m	2.06g	28m	0	multi3:25.8%	0	3|0	0|2	11m	7m	314	21:57:28	24.37	0.00	34.26	0.28	0.97	40.11	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	19820	19820	0	0	2	0	800m	2.06g	28m	0	multi7:22.0%	0	92|0	0|2	9m	6m	314	21:57:29	21.20	0.00	24.46	0.14	0.68	53.53	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	19405	19343	0	0	2	0	800m	2.06g	28m	0	multi2:23.2%	0	5|0	0|0	9m	6m	314	21:57:30	22.94	0.00	32.90	0.13	0.66	43.38	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	22352	22424	0	0	4	0	800m	2.06g	28m	0	multi2:25.9%	0	0|0	1|1	11m	7m	314	21:57:31	21.07	0.00	33.06	0.83	0.83	44.21	dm-0	0.00	0.00	0.00	4.00	0.00	16.00	8.00	0.09	22.00	8.00	3.20
0	22418	22355	0	0	5	0	800m	2.06g	28m	0	multi2:27.4%	0	0|0	0|0	11m	7m	314	21:57:32	21.79	0.00	27.31	0.00	0.97	49.93	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0	14461	14517	0	0	10	0	800m	2.06g	28m	0	multi7:15.0%	0	0|0	0|0	6m	4m	314	21:57:33	14.73	0.00	18.47	0.27	0.54	66.00	dm-0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
